Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
2023-01-01,Data Analyst,SE,FT,55000,US,US,M,0,USD,55000.0,55000.0
2023-01-01,Data Analyst,MI,FT,60000,US,US,M,100,USD,60000.0,60000.0
2023-01-01,Data Analyst,MI,FT,60000,US,US,M,0,USD,60000.0,60000.0
2023-01-01,Compliance Data Analyst,EN,FT,60000,US,US,L,100,USD,60000.0,60000.0
2023-01-01,Data Analyst,MI,FT,60000,GB,GB,M,0,GBP,73824.0,60000.0
2023-01-01,Data Analyst,EN,FT,60000,US,US,M,100,USD,60000.0,60000.0
2023-01-01,Data Analyst,SE,FT,60000,US,US,M,0,USD,60000.0,60000.0
2023-01-01,Data Analyst,SE,FT,60000,GB,GB,M,0,GBP,73824.0,60000.0
2023-01-01,Data Analyst,EN,FT,60000,GB,GB,M,0,GBP,73824.0,60000.0
2023-01-01,Data Analyst,SE,FT,60000,CO,CO,M,100,USD,60000.0,60000.0
2023-01-01,BI Data Analyst,EN,FT,60000,AR,US,M,100,USD,60000.0,60000.0
2023-01-01,Data Analyst,MI,FT,59000,US,US,M,100,USD,59000.0,59000.0
2023-01-01,Data Analyst,MI,FT,58500,US,US,M,0,USD,58500.0,58500.0
2023-01-01,Data Analyst,EN,FT,58400,US,US,M,0,USD,58400.0,58400.0
2023-01-01,Data Analyst,MI,FT,58300,US,US,M,0,USD,58300.0,58300.0
2023-01-01,Data Analyst,SE,FT,59400,US,US,M,100,USD,59400.0,59400.0
2023-01-01,Data Analyst,MI,FT,59500,US,US,M,0,USD,59500.0,59500.0
2023-01-01,Data Analyst,MI,FT,60000,HR,HR,M,0,GBP,73824.0,60000.0
2023-01-01,Data Analyst,EN,FT,60000,US,US,L,100,USD,60000.0,60000.0
2023-01-01,Data Analyst,MI,FT,110000,US,US,M,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,MI,FT,110000,US,US,M,0,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,110000,GB,GB,M,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,110000,US,US,M,0,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,110000,US,US,M,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,110000,US,US,S,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,EN,FT,109900,US,US,M,0,USD,109900.0,109900.0
2023-01-01,Data Analyst,SE,FT,109600,US,US,M,100,USD,109600.0,109600.0
2023-01-01,Data Analyst,SE,FT,110600,US,US,M,0,USD,110600.0,110600.0
2023-01-01,Data Analyst,EN,FT,111000,US,US,M,0,USD,111000.0,111000.0
2023-01-01,Data Analyst,MI,FT,111151,US,US,M,100,USD,111151.0,111151.0
2023-01-01,Data Analyst,MI,FT,111000,US,US,M,0,USD,111000.0,111000.0
2023-01-01,Data Analyst,SE,FT,110000,PL,PL,M,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,110000,US,US,L,100,USD,110000.0,110000.0
2023-01-01,Data Analyst,SE,FT,106400,US,US,M,0,USD,106400.0,106400.0
2023-01-01,Data Analyst,SE,FT,106400,GB,GB,M,0,USD,106400.0,106400.0
2023-01-01,Data Analyst,MI,FT,106300,US,US,M,0,USD,106300.0,106300.0
2023-01-01,Data Analyst,EN,FT,106100,US,US,M,100,USD,106100.0,106100.0
2023-01-01,Data Analyst,SE,FT,106020,US,US,M,0,USD,106020.0,106020.0
2023-01-01,Data Analyst,SE,FT,106800,US,US,M,0,USD,106800.0,106800.0
2023-01-01,Data Analyst,MI,FT,105500,US,US,M,0,USD,105500.0,105500.0
2023-01-01,Data Analyst,MI,FT,105380,US,US,M,0,USD,105380.0,105380.0
2023-01-01,Data Analyst,SE,FT,105320,US,US,M,0,USD,105320.0,105320.0
2023-01-01,Data Analyst,MI,FT,105320,US,US,M,0,USD,105320.0,105320.0
2023-01-01,Data Analyst,SE,FT,105500,US,US,M,0,USD,105500.0,105500.0
2023-01-01,Data Analyst,SE,FT,105200,US,US,M,0,USD,105200.0,105200.0
2023-01-01,Data Analyst,SE,FT,106000,US,US,M,100,USD,106000.0,106000.0
2023-01-01,Data Analyst,SE,FT,106000,US,US,M,0,USD,106000.0,106000.0
2023-01-01,Data Analyst,SE,FT,108000,US,US,M,0,USD,108000.0,108000.0
2023-01-01,Data Analyst,MI,FT,109000,US,US,M,0,USD,109000.0,109000.0
2023-01-01,Data Analyst,EN,FT,106875,US,US,M,0,USD,106875.0,106875.0
2023-01-01,Data Analyst,SE,FT,108000,US,US,M,100,USD,108000.0,108000.0
2023-01-01,Data Analyst,MI,FT,107500,US,US,M,0,USD,107500.0,107500.0
2023-01-01,Data Analyst,SE,FT,107500,US,US,M,100,USD,107500.0,107500.0
2023-01-01,Data Analyst,SE,FT,112000,US,US,M,100,USD,112000.0,112000.0
2023-01-01,Data Analyst,MI,FT,116700,US,US,M,0,USD,116700.0,116700.0
2023-01-01,Data Analyst,SE,FT,116700,US,US,M,0,USD,116700.0,116700.0
2023-01-01,Data Analyst,SE,FT,116000,US,US,M,0,USD,116000.0,116000.0
2023-01-01,Data Analyst,SE,FT,117500,US,US,M,100,USD,117500.0,117500.0
2023-01-01,Data Analyst,SE,FT,116960,US,US,M,0,USD,116960.0,116960.0
2023-01-01,Data Analyst,SE,FT,118000,US,US,M,100,USD,118000.0,118000.0
2023-01-01,Data Analyst,EN,FT,116000,US,US,M,0,USD,116000.0,116000.0
2023-01-01,Data Analyst,SE,FT,116000,US,US,M,100,USD,116000.0,116000.0
2023-01-01,Data Analyst,MI,FT,116000,US,US,M,0,USD,116000.0,116000.0
2023-01-01,Data Analyst,MI,FT,115950,US,US,M,0,USD,115950.0,115950.0
2023-01-01,Data Analyst,SE,FT,115934,US,US,M,100,USD,115934.0,115934.0
2023-01-01,Data Analyst,SE,FT,119800,US,US,M,100,USD,119800.0,119800.0
2023-01-01,Data Analyst,SE,FT,119636,US,US,M,0,USD,119636.0,119636.0
2023-01-01,Data Analyst,EN,FT,118750,US,US,M,0,USD,118750.0,118750.0
2023-01-01,Data Analyst,SE,FT,118600,US,US,M,0,USD,118600.0,118600.0
2023-01-01,Data Analyst,SE,FT,119610,US,US,M,0,USD,119610.0,119610.0
2023-01-01,Data Analyst,SE,FT,119500,US,US,M,100,USD,119500.0,119500.0
2023-01-01,Data Analyst,SE,FT,119200,US,US,M,100,USD,119200.0,119200.0
2023-01-01,Data Analyst,MI,FT,119000,US,US,M,0,USD,119000.0,119000.0
2023-01-01,Data Analyst,SE,FT,113600,US,US,M,0,USD,113600.0,113600.0
2023-01-01,Data Analyst,SE,FT,113220,US,US,M,0,USD,113220.0,113220.0
2023-01-01,Data Analyst,SE,FT,113000,US,US,M,100,USD,113000.0,113000.0
2023-01-01,Data Analyst,SE,FT,112000,CA,CA,M,0,USD,112000.0,112000.0
2023-01-01,Data Analyst,MI,FT,112000,US,US,M,0,USD,112000.0,112000.0
2023-01-01,Data Analyst,SE,FT,112655,US,US,M,0,USD,112655.0,112655.0
2023-01-01,Data Analyst,SE,FT,112200,US,US,M,100,USD,112200.0,112200.0
2023-01-01,Data Analyst,SE,FT,114700,US,US,L,0,USD,114700.0,114700.0
2023-01-01,Data Analyst,MI,FT,115000,US,US,M,0,USD,115000.0,115000.0
2023-01-01,Data Analyst,SE,FT,115000,US,US,M,100,USD,115000.0,115000.0
2023-01-01,Data Analyst,MI,FT,115000,US,US,M,100,USD,115000.0,115000.0
2023-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000.0,115000.0
2023-01-01,Data Analyst,SE,FT,105000,US,US,M,100,USD,105000.0,105000.0
2023-01-01,Data Analyst,MI,FT,94100,GB,GB,M,0,USD,94100.0,94100.0
2023-01-01,Data Analyst,EN,FT,94035,US,US,M,100,USD,94035.0,94035.0
2023-01-01,Data Analyst,SE,FT,94000,US,US,M,0,USD,94000.0,94000.0
2023-01-01,Business Data Analyst,SE,FT,94000,US,US,L,50,USD,94000.0,94000.0
2023-01-01,Data Analyst,SE,FT,94000,US,US,M,100,USD,94000.0,94000.0
2023-01-01,Data Analyst,SE,FT,94400,US,US,M,100,USD,94400.0,94400.0
2023-01-01,Data Analyst,SE,FT,95000,US,US,M,0,USD,95000.0,95000.0
2023-01-01,Data Analyst,SE,FT,95000,US,US,M,100,USD,95000.0,95000.0
2023-01-01,Data Analyst,MI,FT,95000,US,US,M,100,USD,95000.0,95000.0
2023-01-01,Data Analyst,SE,FT,94770,US,US,M,100,USD,94770.0,94770.0
2023-01-01,Data Analyst,EN,FT,94600,US,US,M,0,USD,94600.0,94600.0
2023-01-01,Data Analyst,SE,FT,93800,US,US,M,100,USD,93800.0,93800.0
2023-01-01,Data Analyst,SE,FT,93500,US,US,M,100,USD,93500.0,93500.0
2023-01-01,Data Analyst,SE,FT,93400,US,US,M,0,USD,93400.0,93400.0
2023-01-01,Data Analyst,SE,FT,93918,US,US,M,0,USD,93918.0,93918.0
2023-01-01,Data Analyst,MI,FT,93400,US,US,M,0,USD,93400.0,93400.0
2023-01-01,Data Analyst,SE,FT,93919,US,US,M,100,USD,93919.0,93919.0
2023-01-01,Data Analyst,SE,FT,93919,US,US,M,0,USD,93919.0,93919.0
2023-01-01,Data Analyst,MI,FT,95400,US,US,M,100,USD,95400.0,95400.0
2023-01-01,Data Analyst,EN,FT,95000,US,US,M,0,USD,95000.0,95000.0
2023-01-01,Data Analyst,MI,FT,95000,PH,PH,M,0,USD,95000.0,95000.0
2023-01-01,Data Analyst,SE,FT,95040,US,US,M,100,USD,95040.0,95040.0
2023-01-01,Data Analyst,SE,FT,96800,US,US,M,0,USD,96800.0,96800.0
2023-01-01,Data Analyst,MI,FT,96750,US,US,M,0,USD,96750.0,96750.0
2023-01-01,Data Analyst,EN,FT,95000,US,US,M,100,USD,95000.0,95000.0
2023-01-01,Data Analyst,MI,FT,95000,US,US,M,0,USD,95000.0,95000.0
2023-01-01,Data Analyst,SE,FT,95000,CA,CA,M,100,USD,95000.0,95000.0
2023-01-01,Data Analyst,MI,FT,90000,US,US,M,0,USD,90000.0,90000.0
2023-01-01,Data Analyst,MI,FT,90000,US,US,M,100,USD,90000.0,90000.0
2023-01-01,Data Analyst,EX,FT,90000,US,US,M,100,USD,90000.0,90000.0
2023-01-01,Data Analyst,SE,FT,90000,US,US,M,0,USD,90000.0,90000.0
2023-01-01,Data Analyst,SE,FT,90000,US,US,M,100,USD,90000.0,90000.0
2023-01-01,Data Analyst,EN,FT,90000,US,US,M,0,USD,90000.0,90000.0
2023-01-01,Data Analyst,MI,FT,90000,HR,HR,M,0,GBP,110736.0,90000.0
2023-01-01,Data Analyst,MI,FT,90000,GB,GB,M,0,GBP,110736.0,90000.0
2023-01-01,Data Analyst,SE,FT,92000,CA,CA,M,0,USD,92000.0,92000.0
2023-01-01,Data Analyst,SE,FT,92000,US,US,M,0,USD,92000.0,92000.0
2023-01-01,Data Analyst,SE,FT,92000,US,US,M,100,USD,92000.0,92000.0
2023-01-01,Data Analyst,SE,FT,91800,US,US,M,100,USD,91800.0,91800.0
2023-01-01,Data Analyst,SE,FT,91460,US,US,M,100,USD,91460.0,91460.0
2023-01-01,Data Analyst,EN,FT,92000,US,US,M,100,USD,92000.0,92000.0
2023-01-01,Data Analyst,SE,FT,93000,US,US,M,0,USD,93000.0,93000.0
2023-01-01,Data Analyst,MI,FT,93000,US,US,L,100,USD,93000.0,93000.0
2023-01-01,Data Analyst,EN,FT,92700,US,US,M,0,USD,92700.0,92700.0
2023-01-01,Data Analyst,MI,FT,92000,US,US,M,0,USD,92000.0,92000.0
2023-01-01,Data Analyst,MI,FT,90500,US,US,M,0,USD,90500.0,90500.0
2023-01-01,Business Intelligence Data Analyst,MI,FT,91000,CA,CA,L,50,CAD,67419.0,91000.0
2023-01-01,Data Analyst,MI,FT,97750,US,US,M,0,USD,97750.0,97750.0
2023-01-01,Data Analyst,SE,FT,103200,US,US,M,0,USD,103200.0,103200.0
2023-01-01,Data Analyst,SE,FT,103200,GB,GB,M,0,USD,103200.0,103200.0
2023-01-01,Data Analyst,MI,FT,103200,US,US,M,0,USD,103200.0,103200.0
2023-01-01,Data Analyst,MI,FT,102500,US,US,M,0,USD,102500.0,102500.0
2023-01-01,Data Analyst,MI,FT,104000,US,US,M,0,USD,104000.0,104000.0
2023-01-01,Data Analyst,SE,FT,104000,US,US,M,100,USD,104000.0,104000.0
2023-01-01,Data Analyst,EN,FT,104000,US,US,M,0,USD,104000.0,104000.0
2023-01-01,Data Analyst,SE,FT,102500,US,US,M,100,USD,102500.0,102500.0
2023-01-01,Data Analyst,SE,FT,100895,US,US,M,100,USD,100895.0,100895.0
2023-01-01,Data Analyst,SE,FT,100500,US,US,M,0,USD,100500.0,100500.0
2023-01-01,Data Analyst,SE,FT,100000,US,US,M,0,USD,100000.0,100000.0
2023-01-01,Data Analyst,MI,FT,101000,US,US,M,0,USD,101000.0,101000.0
2023-01-01,Data Analyst,EN,FT,102000,US,US,M,100,USD,102000.0,102000.0
2023-01-01,Data Analyst,SE,FT,102000,US,US,M,100,USD,102000.0,102000.0
2023-01-01,Data Analyst,SE,FT,101500,US,US,M,100,USD,101500.0,101500.0
2023-01-01,Data Analyst,SE,FT,102434,US,US,M,100,USD,102434.0,102434.0
2023-01-01,Data Analyst,SE,FT,105000,US,US,M,0,USD,105000.0,105000.0
2023-01-01,Data Analyst,EN,FT,105000,US,US,M,0,USD,105000.0,105000.0
2023-01-01,Data Analyst,MI,FT,105000,US,US,M,100,USD,105000.0,105000.0
2023-01-01,Data Analyst,SE,FT,105000,US,US,S,100,USD,105000.0,105000.0
2023-01-01,Data Analyst,MI,FT,105000,US,US,M,0,USD,105000.0,105000.0
2023-01-01,Data Analyst,SE,FT,105000,CA,CA,M,0,USD,105000.0,105000.0
2023-01-01,Data Analyst,SE,FT,104300,US,US,L,0,USD,104300.0,104300.0
2023-01-01,Data Analyst,SE,FT,104244,US,US,M,100,USD,104244.0,104244.0
2023-01-01,Business Data Analyst,MI,FT,105000,US,US,L,50,USD,105000.0,105000.0
2023-01-01,Data Analyst,SE,FT,100000,US,US,M,100,USD,100000.0,100000.0
2023-01-01,Data Analyst,MI,FT,100000,CA,CA,M,100,USD,100000.0,100000.0
2023-01-01,Data Analyst,EN,FT,100000,UZ,US,L,100,USD,100000.0,100000.0
2023-01-01,Data Analyst,EN,FT,100000,US,US,M,0,USD,100000.0,100000.0
2023-01-01,Data Analyst,MI,FT,100000,US,US,M,0,USD,100000.0,100000.0
2023-01-01,Data Analyst,SE,FT,100000,GB,GB,M,100,USD,100000.0,100000.0
2023-01-01,Business Intelligence Data Analyst,EN,FT,99000,US,US,L,100,USD,99000.0,99000.0
2023-01-01,Data Analyst,MI,FT,98873,US,US,M,0,USD,98873.0,98873.0
2023-01-01,Data Analyst,SE,FT,98400,US,US,M,0,USD,98400.0,98400.0
2023-01-01,Data Analyst,SE,FT,98000,US,US,M,100,USD,98000.0,98000.0
2023-01-01,Data Analyst,SE,FT,98000,US,US,M,0,USD,98000.0,98000.0
2023-01-01,Data Analyst,EN,FT,100000,US,US,M,50,USD,100000.0,100000.0
2023-01-01,Data Analyst,MI,FT,100000,US,US,M,100,USD,100000.0,100000.0
2023-01-01,Data Analyst,EN,FT,99900,US,US,M,0,USD,99900.0,99900.0
2023-01-01,Data Analyst,SE,FT,100000,GB,GB,M,0,GBP,123040.0,100000.0
2023-01-01,Data Analyst,EN,FT,203000,US,US,M,0,USD,203000.0,203000.0
2023-01-01,Data Analyst,SE,FT,202800,US,US,L,0,USD,202800.0,202800.0
2023-01-01,Data Analyst,SE,FT,204500,US,US,M,0,USD,204500.0,204500.0
2023-01-01,Data Analyst,SE,FT,200000,US,US,M,0,USD,200000.0,200000.0
2023-01-01,Data Analyst,SE,FT,213210,US,US,M,100,USD,213210.0,213210.0
2023-01-01,Data Analyst,SE,FT,212000,US,US,M,0,USD,212000.0,212000.0
2023-01-01,Data Analyst,SE,FT,206500,US,US,M,100,USD,206500.0,206500.0
2023-01-01,Data Analyst,SE,FT,207300,CA,CA,M,100,USD,207300.0,207300.0
2023-01-01,Data Analyst,SE,FT,206000,US,US,M,0,USD,206000.0,206000.0
2023-01-01,Data Analyst,SE,FT,208049,US,US,M,0,USD,208049.0,208049.0
2023-01-01,Data Analyst,SE,FT,207611,US,US,M,100,USD,207611.0,207611.0
2023-01-01,Data Analyst,MI,FT,206000,US,US,M,0,USD,206000.0,206000.0
2023-01-01,Data Analyst,SE,FT,208450,US,US,M,100,USD,208450.0,208450.0
2023-01-01,Data Analyst,SE,FT,210000,US,US,M,100,USD,210000.0,210000.0
2023-01-01,Data Analyst,SE,FT,185000,US,US,M,100,USD,185000.0,185000.0
2023-01-01,Data Analyst,SE,FT,185000,US,US,M,0,USD,185000.0,185000.0
2023-01-01,Data Analyst,SE,FT,185900,US,US,M,0,USD,185900.0,185900.0
2023-01-01,Data Analyst,SE,FT,185100,US,US,M,0,USD,185100.0,185100.0
2023-01-01,Data Analyst,SE,FT,185100,US,US,M,100,USD,185100.0,185100.0
2023-01-01,Data Analyst,SE,FT,180180,US,US,M,0,USD,180180.0,180180.0
2023-01-01,Data Analyst,SE,FT,180400,US,US,M,0,USD,180400.0,180400.0
2023-01-01,Business Data Analyst,SE,FT,180000,US,US,L,100,USD,180000.0,180000.0
2023-01-01,Data Analyst,SE,FT,180000,US,US,M,100,USD,180000.0,180000.0
2023-01-01,Data Analyst,EX,FT,180000,US,US,M,100,USD,180000.0,180000.0
2023-01-01,Data Analyst,SE,FT,182000,US,US,M,100,USD,182000.0,182000.0
2023-01-01,Data Analyst,MI,FT,182500,US,US,M,0,USD,182500.0,182500.0
2023-01-01,Data Analyst,SE,FT,193000,US,US,M,0,USD,193000.0,193000.0
2023-01-01,Data Analyst,SE,FT,192500,US,US,M,100,USD,192500.0,192500.0
2023-01-01,Data Analyst,SE,FT,192300,US,US,M,100,USD,192300.0,192300.0
2023-01-01,Data Analyst,SE,FT,192000,US,US,M,100,USD,192000.0,192000.0
2023-01-01,Data Analyst,SE,FT,192000,CA,CA,M,0,USD,192000.0,192000.0
2023-01-01,Data Analyst,SE,FT,195000,US,US,M,100,USD,195000.0,195000.0
2023-01-01,Data Analyst,SE,FT,195000,US,US,M,0,USD,195000.0,195000.0
2023-01-01,Data Analyst,SE,FT,187000,US,US,M,0,USD,187000.0,187000.0
2023-01-01,Data Analyst,SE,FT,186600,US,US,M,100,USD,186600.0,186600.0
2023-01-01,Data Analyst,SE,FT,190000,US,US,M,100,USD,190000.0,190000.0
2023-01-01,Data Analyst,SE,FT,189400,GB,GB,M,0,USD,189400.0,189400.0
2023-01-01,Data Analyst,SE,FT,280000,US,US,M,0,USD,280000.0,280000.0
2023-01-01,Data Analyst,MI,FT,866000,PH,PH,L,50,PHP,15680.0,866000.0
2023-01-01,Data Analyst,SE,FT,1300000,IN,IN,S,100,INR,15809.0,16900.0
2023-01-01,Product Data Analyst,MI,FT,1350000,IN,IN,L,100,INR,16417.0,17550.0
2023-01-01,Data Analyst,EN,FT,1700000,IN,IN,L,50,INR,20673.0,22100.0
2023-01-01,Lead Data Analyst,MI,FT,1500000,IN,IN,L,50,INR,18241.0,19500.0
2023-01-01,Data Analyst,SE,FT,385000,US,US,M,0,USD,385000.0,385000.0
2023-01-01,Data Analyst,MI,FT,300000,GB,GB,M,0,GBP,369120.0,300000.0
2023-01-01,Finance Data Analyst,SE,CT,300000,FR,US,M,100,EUR,323905.0,300000.0
2023-01-01,Data Analyst,SE,FT,227000,US,US,M,0,USD,227000.0,227000.0
2023-01-01,Data Analyst,SE,FT,230000,US,US,M,0,USD,230000.0,230000.0
2023-01-01,Data Analyst,MI,FT,229000,US,US,M,0,USD,229000.0,229000.0
2023-01-01,Data Analyst,SE,FT,230000,US,US,M,100,USD,230000.0,230000.0
2023-01-01,Data Analyst,SE,FT,223602,US,US,M,0,USD,223602.0,223602.0
2023-01-01,Data Analyst,SE,FT,223100,US,US,L,0,USD,223100.0,223100.0
2023-01-01,Data Analyst,MI,FT,250000,US,US,M,0,USD,250000.0,250000.0
2023-01-01,Data Analyst,MI,FT,250000,US,US,M,100,USD,250000.0,250000.0
2023-01-01,Data Analyst,SE,FT,250000,US,US,M,100,USD,250000.0,250000.0
2023-01-01,Data Analyst,SE,FT,234485,US,US,M,0,USD,234485.0,234485.0
2023-01-01,Data Analyst,SE,FT,240500,US,US,M,0,USD,240500.0,240500.0
2023-01-01,Data Analyst,MI,FT,167000,US,US,M,0,USD,167000.0,167000.0
2023-01-01,Data Analyst,SE,FT,155000,US,US,M,100,USD,155000.0,155000.0
2023-01-01,Data Analyst,SE,FT,167000,US,US,M,0,USD,167000.0,167000.0
2023-01-01,Data Analyst,SE,FT,155000,US,US,M,0,USD,155000.0,155000.0
2023-01-01,Data Analyst,SE,FT,157500,US,US,M,100,USD,157500.0,157500.0
2023-01-01,Data Analyst,SE,FT,154500,US,US,M,100,USD,154500.0,154500.0
2023-01-01,Data Analyst,SE,FT,154440,US,US,M,0,USD,154440.0,154440.0
2023-01-01,Data Analyst,EN,FT,160800,US,US,M,0,USD,160800.0,160800.0
2023-01-01,Data Analyst,SE,FT,157000,US,US,M,100,USD,157000.0,157000.0
2023-01-01,Data Analyst,MI,FT,160000,US,US,M,0,USD,160000.0,160000.0
2023-01-01,Data Analyst,SE,FT,155000,GB,GB,M,0,USD,155000.0,155000.0
2023-01-01,Data Analyst,SE,FT,153300,US,US,M,100,USD,153300.0,153300.0
2023-01-01,Data Analyst,SE,FT,153600,US,US,M,0,USD,153600.0,153600.0
2023-01-01,Data Analyst,MI,FT,161000,US,US,M,100,USD,161000.0,161000.0
2023-01-01,Data Analyst,SE,FT,158494,US,US,M,100,USD,158494.0,158494.0
2023-01-01,Data Analyst,SE,FT,153600,US,US,M,100,USD,153600.0,153600.0
2023-01-01,Data Analyst,SE,FT,172800,GB,GB,M,100,USD,172800.0,172800.0
2023-01-01,Data Analyst,MI,FT,154000,US,US,M,0,USD,154000.0,154000.0
2023-01-01,Data Analyst,SE,FT,158000,US,US,M,0,USD,158000.0,158000.0
2023-01-01,Data Analyst,SE,FT,153800,US,US,M,100,USD,153800.0,153800.0
2023-01-01,Data Analyst,SE,FT,160000,US,US,M,100,USD,160000.0,160000.0
2023-01-01,Data Analyst,SE,FT,160000,US,US,M,0,USD,160000.0,160000.0
2023-01-01,Data Analyst,SE,FT,171000,US,US,M,0,USD,171000.0,171000.0
2023-01-01,Data Analyst,SE,FT,166500,US,US,M,0,USD,166500.0,166500.0
2023-01-01,Data Analyst,EX,FT,160000,US,US,M,100,USD,160000.0,160000.0
2023-01-01,Data Analyst,SE,FT,156000,US,US,M,0,USD,156000.0,156000.0
2023-01-01,Data Analyst,SE,FT,170000,US,US,M,100,USD,170000.0,170000.0
2023-01-01,Data Analyst,SE,FT,170550,US,US,M,100,USD,170550.0,170550.0
2023-01-01,Data Analyst,SE,FT,170500,US,US,M,100,USD,170500.0,170500.0
2023-01-01,Data Analyst,MI,FT,155000,US,US,M,0,USD,155000.0,155000.0
2023-01-01,Data Analyst,SE,FT,166000,US,US,M,0,USD,166000.0,166000.0
2023-01-01,Data Analyst,MI,FT,166000,US,US,M,0,USD,166000.0,166000.0
2023-01-01,Data Analyst,EN,FT,155750,US,US,M,100,USD,155750.0,155750.0
2023-01-01,Data Analyst,EX,FT,170000,US,US,M,0,USD,170000.0,170000.0
2023-01-01,Data Analyst,SE,FT,172000,GB,GB,M,100,USD,172000.0,172000.0
2023-01-01,Data Analyst,SE,FT,168000,US,US,L,100,USD,168000.0,168000.0
2023-01-01,Data Analyst,SE,FT,164640,US,US,M,0,USD,164640.0,164640.0
2023-01-01,Data Analyst,SE,FT,165000,US,US,M,100,USD,165000.0,165000.0
2023-01-01,Data Analyst,MI,FT,165000,US,US,M,0,USD,165000.0,165000.0
2023-01-01,Data Analyst,SE,FT,169000,US,US,M,0,USD,169000.0,169000.0
2023-01-01,Data Analyst,SE,FT,164000,US,US,M,100,USD,164000.0,164000.0
2023-01-01,Data Analyst,MI,FT,165000,AU,AU,M,0,USD,165000.0,165000.0
2023-01-01,Data Analyst,SE,FT,177000,US,US,M,100,USD,177000.0,177000.0
2023-01-01,Data Analyst,MI,FT,177000,US,US,M,0,USD,177000.0,177000.0
2023-01-01,Data Analyst,SE,FT,151800,US,US,M,100,USD,151800.0,151800.0
2023-01-01,Data Analyst,EN,FT,162240,US,US,M,0,USD,162240.0,162240.0
2023-01-01,Data Analyst,SE,FT,179975,US,US,M,100,USD,179975.0,179975.0
2023-01-01,Staff Data Analyst,MI,FT,179998,SA,SA,S,100,USD,179998.0,179998.0
2023-01-01,Data Analyst,SE,FT,168000,CA,CA,M,0,USD,168000.0,168000.0
2023-01-01,Data Analyst,SE,FT,180000,US,US,M,0,USD,180000.0,180000.0
2023-01-01,Data Analyst,EN,FT,163800,US,US,M,100,USD,163800.0,163800.0
2023-01-01,Data Analyst,SE,FT,168400,US,US,M,0,USD,168400.0,168400.0
2023-01-01,Data Analyst,SE,FT,175000,US,US,M,100,USD,175000.0,175000.0
2023-01-01,Data Analyst,SE,FT,152380,US,US,M,0,USD,152380.0,152380.0
2023-01-01,Data Analyst,SE,FT,175000,US,US,M,0,USD,175000.0,175000.0
2023-01-01,Data Analyst,SE,FT,175000,CA,CA,M,100,USD,175000.0,175000.0
2023-01-01,Data Analyst,SE,FT,176000,US,US,M,0,USD,176000.0,176000.0
2023-01-01,Data Analyst,SE,FT,161500,US,US,M,100,USD,161500.0,161500.0
2024-01-01,Data Analyst,SE,FT,73100,US,US,M,0,USD,73100.0,73100.0
2024-01-01,Data Analyst,SE,FT,143000,US,US,M,0,USD,143000.0,143000.0
2024-01-01,Data Analyst,SE,FT,71688,DE,DE,M,100,EUR,79653.0,71688.0
2024-01-01,Data Analyst,MI,FT,72500,US,US,M,0,USD,72500.0,72500.0
2024-01-01,Data Analyst,MI,FT,73100,US,US,M,0,USD,73100.0,73100.0
2024-01-01,Data Analyst,EN,FT,73756,US,US,M,0,USD,73756.0,73756.0
2024-01-01,Data Analyst,EN,FT,71000,US,US,M,0,USD,71000.0,71000.0
2024-01-01,Data Analyst,EN,FT,159870,US,US,M,0,USD,159870.0,159870.0
2024-01-01,Data Analyst,EN,FT,74300,US,US,M,0,USD,74300.0,74300.0
2024-01-01,Data Analyst,EN,FT,72200,US,US,M,0,USD,72200.0,72200.0
2024-01-01,Data Analyst,EN,FT,74400,US,US,M,100,USD,74400.0,74400.0
2024-01-01,Data Analyst,EN,FT,72128,NL,NL,M,0,EUR,80142.0,72128.0
2024-01-01,Data Analyst,SE,FT,71789,NL,NL,M,100,EUR,79765.0,71789.0
2024-01-01,Data Analyst,SE,FT,144700,US,US,M,100,USD,144700.0,144700.0
2024-01-01,Data Analyst,EN,FT,71958,US,US,M,0,USD,71958.0,71958.0
2024-01-01,Data Analyst,MI,FT,81713,US,US,M,100,USD,81713.0,81713.0
2024-01-01,Data Analyst,MI,FT,81650,US,US,M,0,USD,81650.0,81650.0
2024-01-01,Data Analyst,SE,FT,82620,US,US,M,0,USD,82620.0,82620.0
2024-01-01,Data Analyst,EN,FT,83000,US,US,M,0,USD,83000.0,83000.0
2024-01-01,Data Analyst,MI,FT,82000,US,US,M,0,USD,82000.0,82000.0
2024-01-01,Data Analyst,EN,FT,82000,US,US,M,100,USD,82000.0,82000.0
2024-01-01,Data Analyst,SE,FT,140130,US,US,M,0,USD,140130.0,140130.0
2024-01-01,Data Analyst,SE,FT,82000,US,US,M,0,USD,82000.0,82000.0
2024-01-01,Data Analyst,EN,FT,83300,US,US,M,0,USD,83300.0,83300.0
