Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2023-01-01,Research Scientist,MI,FT,340000,US,US,M,100,USD,340000,340000
,2023-01-01,Director of Data Science,EX,FT,336400,US,US,M,0,USD,336400,336400
,2023-01-01,ML Engineer,SE,FT,336300,US,US,M,0,USD,336300,336300
,2023-01-01,Data Engineer,SE,FT,333500,US,US,M,0,USD,333500,333500
,2023-01-01,Machine Learning Engineer,SE,FT,333500,US,US,M,0,USD,333500,333500
,2023-01-01,Data Engineer,EX,FT,333500,US,US,M,0,USD,333500,333500
,2023-01-01,Machine Learning Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,ML Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,Machine Learning Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,Machine Learning Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,Deep Learning Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,Machine Learning Engineer,SE,FT,331640,US,US,M,0,USD,331640,331640
,2023-01-01,Head of Data,EX,FT,329500,US,US,M,0,USD,329500,329500
,2023-01-01,Analytics Engineer,MI,FT,350000,GB,GB,M,0,GBP,430640,350000
,2023-01-01,Head of Data,EX,FT,329500,US,US,M,0,USD,329500,329500
,2023-01-01,Machine Learning Engineer,SE,FT,328133,US,US,M,0,USD,328133,328133
,2023-01-01,Machine Learning Engineer,SE,FT,318300,US,US,M,100,USD,318300,318300
,2023-01-01,Machine Learning Engineer,SE,FT,318300,US,US,M,100,USD,318300,318300
,2023-01-01,Machine Learning Engineer,SE,FT,317070,US,US,M,0,USD,317070,317070
,2023-01-01,Data Scientist,SE,FT,317070,US,US,M,0,USD,317070,317070
,2023-01-01,Data Scientist,SE,FT,316000,US,US,M,0,USD,316000,316000
,2023-01-01,Data Scientist,SE,FT,316000,US,US,M,0,USD,316000,316000
,2023-01-01,Data Scientist,SE,FT,316000,US,US,M,0,USD,316000,316000
,2023-01-01,Machine Learning Engineer,SE,FT,319000,US,US,M,100,USD,319000,319000
,2023-01-01,ML Engineer,SE,FT,315850,US,US,M,0,USD,315850,315850
,2023-01-01,Machine Learning Engineer,SE,FT,315300,US,US,M,100,USD,315300,315300
,2023-01-01,Head of Data Science,EX,FT,314100,US,US,M,0,USD,314100,314100
,2023-01-01,Machine Learning Engineer,SE,FT,311000,US,US,M,0,USD,311000,311000
,2023-01-01,Data Scientist,SE,FT,310270,US,US,M,0,USD,310270,310270
,2023-01-01,Data Scientist,SE,FT,310270,US,US,M,0,USD,310270,310270
,2023-01-01,Data Scientist,SE,FT,310270,US,US,M,0,USD,310270,310270
,2023-01-01,Data Scientist,SE,FT,310270,US,US,M,0,USD,310270,310270
,2023-01-01,ML Engineer,SE,FT,315850,US,US,M,0,USD,315850,315850
,2023-01-01,Machine Learning Engineer,SE,FT,319000,US,US,M,0,USD,319000,319000
,2023-01-01,Machine Learning Engineer,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Research Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Data Science Manager,SE,FT,328000,US,US,M,0,USD,328000,328000
,2023-01-01,Machine Learning Scientist,SE,FT,325000,US,US,M,100,USD,325000,325000
,2023-01-01,Analytics Engineering Manager,SE,FT,325000,GB,GB,L,50,GBP,399880,325000
,2023-01-01,Machine Learning Engineer,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,Machine Learning Engineer,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,ML Engineer,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,Data Scientist,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,Machine Learning Engineer,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,Machine Learning Engineer,SE,FT,324000,US,US,M,0,USD,324000,324000
,2023-01-01,Research Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Machine Learning Engineer,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Machine Learning Engineer,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Data Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Data Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Machine Learning Engineer,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Data Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Data Scientist,SE,FT,323300,US,US,M,0,USD,323300,323300
,2023-01-01,Machine Learning Engineer,SE,FT,328400,US,US,M,100,USD,328400,328400
,2023-01-01,Data Lead,SE,FT,350000,US,US,M,0,USD,350000,350000
,2023-01-01,AI Engineer,SE,FT,350000,US,US,M,0,USD,350000,350000
,2023-01-01,Data Engineer,EX,FT,350000,US,US,M,100,USD,350000,350000
,2023-01-01,Data Analyst,MI,FT,866000,PH,PH,L,50,PHP,15680,866000
,2023-01-01,Data Scientist,MI,FT,840000,TH,TH,L,50,THB,24613,840000
,2023-01-01,Data Scientist,SE,FT,800000,NO,NO,S,50,NOK,76508,800000
,2023-01-01,Machine Learning Scientist,MI,FT,750000,US,US,M,0,USD,750000,750000
,2023-01-01,Machine Learning Engineer,MI,FT,750000,US,US,M,0,USD,750000,750000
,2023-01-01,Data Engineer,MI,FT,750000,US,US,M,0,USD,750000,750000
,2023-01-01,Data Scientist,SE,FT,750000,US,US,M,0,USD,750000,750000
,2023-01-01,Data Science Consultant,SE,FT,1000000,TH,TH,M,50,THB,29301,1000000
,2023-01-01,Analytics Engineer,SE,FT,700000,US,US,M,100,USD,700000,700000
,2023-01-01,Machine Learning Software Engineer,MI,FT,627000,ZA,ZA,L,50,ZAR,34482,627000
,2023-01-01,Data Scientist,MI,FT,510000,HK,HK,L,0,HKD,65058,510000
,2023-01-01,Data Engineer,EX,FT,465000,US,US,M,0,USD,465000,465000
,2023-01-01,Deep Learning Engineer,SE,FT,409500,CA,CA,M,100,CAD,303387,409500
,2023-01-01,Research Scientist,MI,FT,405000,US,US,L,0,USD,405000,405000
,2023-01-01,Machine Learning Engineer,SE,FT,392000,US,US,M,0,USD,392000,392000
,2023-01-01,Data Engineer,EX,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,Analytics Engineer,MI,FT,700000,US,US,M,100,USD,700000,700000
,2023-01-01,Data Scientist,EX,FT,1050000,NO,NO,S,50,NOK,100416,1050000
,2023-01-01,Data Analyst,SE,FT,1300000,IN,IN,S,100,INR,15809,16900
,2023-01-01,Product Data Analyst,MI,FT,1350000,IN,IN,L,100,INR,16417,17550
,2023-01-01,Head of Data Science,MI,FT,5000000,IN,IN,L,50,INR,60805,65000
,2023-01-01,AI Programmer,EN,FT,4950806,IN,IN,S,0,INR,60207,64360.478
,2023-01-01,Applied Machine Learning Scientist,EN,FT,4000000,IN,DE,L,100,INR,48644,52000
,2023-01-01,Data Science Manager,SE,FT,3600000,IN,IN,L,100,INR,43779,46800
,2023-01-01,Data Science Manager,MI,FT,3200000,IN,IN,L,50,INR,38915,41600
,2023-01-01,Data Analytics Manager,MI,FT,3200000,IN,IN,M,50,INR,38915,41600
,2023-01-01,Data Integration Specialist,SE,FT,3000000,IN,IN,L,50,INR,36483,39000
,2023-01-01,NLP Engineer,MI,FT,2700000,IN,IN,M,100,INR,32834,35100
,2023-01-01,AI Research Engineer,EN,FT,2000000,IN,CH,L,100,INR,24322,26000
,2023-01-01,Machine Learning Software Engineer,MI,FT,2000000,IN,IN,L,50,INR,24322,26000
,2023-01-01,Data Analyst,EN,FT,1700000,IN,IN,L,50,INR,20673,22100
,2023-01-01,Applied Data Scientist,MI,FT,1700000,IN,IN,L,100,INR,20673,22100
,2023-01-01,AI Scientist,SE,FT,1500000,IL,IL,L,0,ILS,417937,1500000
,2023-01-01,Lead Data Analyst,MI,FT,1500000,IN,IN,L,50,INR,18241,19500
,2023-01-01,Data Analytics Lead,MI,FT,1440000,IN,SG,M,50,INR,17511,18720
,2023-01-01,Data Engineer,EN,FT,1400000,IN,IN,L,100,INR,17025,18200
,2023-01-01,Data Scientist,MI,FT,1400000,IN,IN,L,100,INR,17025,18200
,2023-01-01,Data Engineer,SE,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,Research Engineer,SE,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,Data Engineer,SE,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,Data Infrastructure Engineer,SE,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,AI Engineer,SE,FT,360000,US,US,M,0,USD,360000,360000
,2023-01-01,BI Analyst,SE,FT,360000,TR,TR,L,100,TRY,18381,360000
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Scientist,SE,FT,359170,US,US,M,0,USD,359170,359170
,2023-01-01,Data Architect,SE,FT,354200,US,US,M,100,USD,354200,354200
,2023-01-01,Director of Data Science,EX,FT,353200,US,US,M,0,USD,353200,353200
,2023-01-01,Director of Data Science,EX,FT,353200,US,US,M,0,USD,353200,353200
,2023-01-01,Computer Vision Engineer,SE,FT,351000,US,US,M,0,USD,351000,351000
,2023-01-01,Research Engineer,EN,FT,350000,US,US,M,0,USD,350000,350000
,2023-01-01,ML Engineer,SE,FT,365630,US,US,M,0,USD,365630,365630
,2023-01-01,Data Scientist,SE,FT,310270,US,US,M,0,USD,310270,310270
,2023-01-01,Research Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,ML Engineer,SE,FT,385000,US,US,M,100,USD,385000,385000
,2023-01-01,Data Analyst,SE,FT,385000,US,US,M,0,USD,385000,385000
,2023-01-01,ML Engineer,SE,FT,383910,US,US,M,0,USD,383910,383910
,2023-01-01,Data Architect,SE,FT,376080,US,US,M,100,USD,376080,376080
,2023-01-01,Director of Data Science,EX,FT,375500,US,US,M,100,USD,375500,375500
,2023-01-01,Research Scientist,SE,FT,374000,US,US,M,0,USD,374000,374000
,2023-01-01,AI Engineer,SE,FT,372000,US,US,M,0,USD,372000,372000
,2023-01-01,Machine Learning Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Machine Learning Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Data Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Data Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Research Engineer,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Data Scientist,SE,FT,370000,US,US,M,0,USD,370000,370000
,2023-01-01,Machine Learning Engineer,SE,FT,284050,US,US,M,0,USD,284050,284050
,2023-01-01,Data Scientist,MI,FT,310000,US,US,M,0,USD,310000,310000
,2023-01-01,Research Engineer,SE,FT,310000,US,US,M,0,USD,310000,310000
,2023-01-01,Machine Learning Engineer,SE,FT,297000,US,US,M,0,USD,297000,297000
,2023-01-01,Data Scientist,MI,FT,296980,US,US,M,0,USD,296980,296980
,2023-01-01,Machine Learning Engineer,SE,FT,296400,US,US,M,0,USD,296400,296400
,2023-01-01,Machine Learning Engineer,SE,FT,296400,US,US,M,0,USD,296400,296400
,2023-01-01,Machine Learning Engineer,SE,FT,296400,US,US,M,0,USD,296400,296400
,2023-01-01,Data Scientist,SE,FT,296100,US,US,M,0,USD,296100,296100
,2023-01-01,Machine Learning Engineer,EX,FT,295500,US,US,M,100,USD,295500,295500
,2023-01-01,Data Scientist,SE,FT,297000,US,US,M,0,USD,297000,297000
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,295000,US,US,M,0,USD,295000,295000
,2023-01-01,Machine Learning Engineer,SE,FT,294000,US,US,M,0,USD,294000,294000
,2023-01-01,Data Scientist,SE,FT,295490,US,US,M,0,USD,295490,295490
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Science Manager,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Machine Learning Engineer,SE,FT,299000,US,US,M,0,USD,299000,299000
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Science Manager,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Machine Learning Engineer,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Machine Learning Engineer,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,ML Engineer,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Machine Learning Engineer,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Data Scientist,SE,FT,297300,US,US,M,100,USD,297300,297300
,2023-01-01,Research Scientist,SE,FT,293000,US,US,M,0,USD,293000,293000
,2023-01-01,Data Scientist,EX,FT,299500,US,US,M,100,USD,299500,299500
,2023-01-01,Data Engineer,SE,FT,293000,US,US,M,0,USD,293000,293000
,2023-01-01,Machine Learning Scientist,SE,FT,292200,US,US,M,100,USD,292200,292200
,2023-01-01,Data Scientist,SE,FT,287500,US,US,M,0,USD,287500,287500
,2023-01-01,Machine Learning Engineer,SE,FT,287500,US,US,M,0,USD,287500,287500
,2023-01-01,Machine Learning Engineer,MI,FT,287500,AU,AU,M,0,USD,287500,287500
,2023-01-01,Machine Learning Engineer,MI,FT,287500,AU,AU,M,0,USD,287500,287500
,2023-01-01,Data Engineer,SE,FT,286000,US,US,M,0,USD,286000,286000
,2023-01-01,Data Engineer,EX,FT,286000,US,US,M,100,USD,286000,286000
,2023-01-01,Data Scientist,SE,FT,285800,US,US,M,0,USD,285800,285800
,2023-01-01,Research Scientist,SE,FT,287500,US,US,M,0,USD,287500,287500
,2023-01-01,Data Scientist,SE,FT,285800,US,US,M,100,USD,285800,285800
,2023-01-01,Data Scientist,SE,FT,285000,US,US,M,100,USD,285000,285000
,2023-01-01,Machine Learning Engineer,SE,FT,285000,US,US,M,0,USD,285000,285000
,2023-01-01,Data Engineer,SE,FT,285000,US,US,M,0,USD,285000,285000
,2023-01-01,Data Architect,SE,FT,285000,US,US,M,100,USD,285000,285000
,2023-01-01,Research Scientist,SE,FT,285000,US,US,M,0,USD,285000,285000
,2023-01-01,Data Engineer,SE,FT,284310,US,US,M,0,USD,284310,284310
,2023-01-01,Data Engineer,SE,FT,284310,US,US,M,0,USD,284310,284310
,2023-01-01,Machine Learning Engineer,MI,FT,285000,US,US,L,0,USD,285000,285000
,2023-01-01,ML Engineer,SE,FT,287700,US,US,L,0,USD,287700,287700
,2023-01-01,Machine Learning Engineer,SE,FT,288000,US,US,M,100,USD,288000,288000
,2023-01-01,Machine Learning Engineer,SE,FT,288000,US,US,M,100,USD,288000,288000
,2023-01-01,Machine Learning Scientist,SE,FT,292000,US,US,M,100,USD,292000,292000
,2023-01-01,ML Engineer,SE,FT,291500,US,US,M,0,USD,291500,291500
,2023-01-01,Data Engineer,SE,FT,291500,US,US,M,0,USD,291500,291500
,2023-01-01,Data Engineer,SE,FT,291500,US,US,M,0,USD,291500,291500
,2023-01-01,Data Engineer,SE,FT,290300,US,US,M,0,USD,290300,290300
,2023-01-01,Data Scientist,SE,FT,290000,US,US,M,0,USD,290000,290000
,2023-01-01,ML Engineer,SE,FT,290000,US,US,M,100,USD,290000,290000
,2023-01-01,Head of Data,EX,FT,290000,US,US,L,100,USD,290000,290000
,2023-01-01,Data Engineer,SE,FT,290000,US,US,M,100,USD,290000,290000
,2023-01-01,Analytics Engineer,SE,FT,289800,US,US,M,0,USD,289800,289800
,2023-01-01,Analytics Engineer,SE,FT,289800,GB,GB,M,0,USD,289800,289800
,2023-01-01,Analytics Engineer,SE,FT,289800,US,US,M,0,USD,289800,289800
,2023-01-01,Analytics Engineer,SE,FT,289800,US,US,M,0,USD,289800,289800
,2023-01-01,Data Operations Engineer,SE,FT,289120,US,US,M,0,USD,289120,289120
,2023-01-01,Machine Learning Engineer,SE,FT,289076,US,US,M,0,USD,289076,289076
,2023-01-01,ML Engineer,SE,FT,289076,US,US,M,0,USD,289076,289076
,2023-01-01,Data Engineer,SE,FT,288000,US,US,M,100,USD,288000,288000
,2023-01-01,Research Engineer,SE,FT,293000,US,US,M,0,USD,293000,293000
,2023-01-01,Data Science Manager,SE,FT,299500,US,US,M,0,USD,299500,299500
,2023-01-01,Data Scientist,EX,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Research Engineer,SE,FT,308000,US,US,M,0,USD,308000,308000
,2023-01-01,Data Scientist,SE,FT,307100,US,US,M,0,USD,307100,307100
,2023-01-01,Machine Learning Engineer,SE,FT,306400,CA,CA,M,0,USD,306400,306400
,2023-01-01,Data Architect,SE,FT,306000,US,US,M,100,USD,306000,306000
,2023-01-01,Research Engineer,SE,FT,306000,US,US,M,0,USD,306000,306000
,2023-01-01,Data Architect,SE,FT,306000,US,US,M,100,USD,306000,306000
,2023-01-01,Data Architect,SE,FT,306000,US,US,M,100,USD,306000,306000
,2023-01-01,Data Scientist,SE,FT,308000,US,US,M,0,USD,308000,308000
,2023-01-01,Data Architect,SE,FT,306000,US,US,M,100,USD,306000,306000
,2023-01-01,Machine Learning Engineer,SE,FT,305600,US,US,M,0,USD,305600,305600
,2023-01-01,Machine Learning Engineer,SE,FT,305600,US,US,M,0,USD,305600,305600
,2023-01-01,Data Scientist,SE,FT,305600,US,US,M,0,USD,305600,305600
,2023-01-01,AI Architect,SE,FT,305100,US,US,M,100,USD,305100,305100
,2023-01-01,ML Engineer,SE,FT,305000,US,US,M,0,USD,305000,305000
,2023-01-01,Data Engineer,SE,FT,305000,US,US,M,100,USD,305000,305000
,2023-01-01,Data Engineer,SE,FT,304750,US,US,M,0,USD,304750,304750
,2023-01-01,Data Scientist,SE,FT,305600,US,US,M,0,USD,305600,305600
,2023-01-01,Data Scientist,SE,FT,308000,US,US,M,0,USD,308000,308000
,2023-01-01,Research Engineer,SE,FT,308000,US,US,M,0,USD,308000,308000
,2023-01-01,Machine Learning Engineer,SE,FT,309000,US,US,M,0,USD,309000,309000
,2023-01-01,Data Engineer,SE,FT,310000,US,US,M,0,USD,310000,310000
,2023-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2023-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2023-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2023-01-01,Data Engineer,EX,FT,310000,US,US,M,100,USD,310000,310000
,2023-01-01,Data Engineer,SE,FT,310000,US,US,M,0,USD,310000,310000
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Applied Scientist,SE,FT,309400,US,US,L,0,USD,309400,309400
,2023-01-01,Machine Learning Engineer,SE,FT,309000,US,US,M,0,USD,309000,309000
,2023-01-01,Machine Learning Engineer,SE,FT,309000,US,US,M,0,USD,309000,309000
,2023-01-01,Machine Learning Engineer,SE,FT,309000,US,US,M,0,USD,309000,309000
,2023-01-01,Machine Learning Engineer,SE,FT,309000,US,US,M,0,USD,309000,309000
,2023-01-01,Data Engineer,SE,FT,304200,US,US,M,0,USD,304200,304200
,2023-01-01,Machine Learning Engineer,SE,FT,304000,US,US,M,100,USD,304000,304000
,2023-01-01,Research Scientist,SE,FT,303050,US,US,M,0,USD,303050,303050
,2023-01-01,Research Scientist,SE,FT,303050,US,US,M,0,USD,303050,303050
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Research Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,ML Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,AI Engineer,MI,FT,300000,GB,GB,M,0,GBP,369120,300000
,2023-01-01,Data Analyst,MI,FT,300000,GB,GB,M,0,GBP,369120,300000
,2023-01-01,Machine Learning Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,AI Engineer,MI,FT,300000,QA,QA,M,100,USD,300000,300000
,2023-01-01,Data Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Engineer,MI,FT,300000,GB,GB,M,0,USD,300000,300000
,2023-01-01,ML Engineer,MI,FT,300000,AU,AU,M,0,USD,300000,300000
,2023-01-01,Finance Data Analyst,SE,CT,300000,FR,US,M,100,EUR,323905,300000
,2023-01-01,Machine Learning Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Architect,SE,FT,310000,US,US,M,100,USD,310000,310000
,2023-01-01,Research Scientist,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Research Scientist,SE,FT,303050,US,US,M,0,USD,303050,303050
,2023-01-01,Machine Learning Software Engineer,SE,FT,302000,US,US,M,0,USD,302000,302000
,2023-01-01,Data Scientist,SE,FT,300240,US,US,M,0,USD,300240,300240
,2023-01-01,Data Scientist,SE,FT,300240,US,US,M,0,USD,300240,300240
,2023-01-01,Data Infrastructure Engineer,SE,FT,300105,US,US,M,0,USD,300105,300105
,2023-01-01,Research Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,100,USD,300000,300000
,2023-01-01,Machine Learning Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Scientist,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Machine Learning Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,100,USD,300000,300000
,2023-01-01,Machine Learning Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Data Engineer,SE,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Research Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Research Engineer,MI,FT,300000,US,US,M,0,USD,300000,300000
,2023-01-01,Analytics Engineer,MI,FT,300000,GB,GB,M,0,GBP,369120,300000
,2023-01-01,Research Scientist,SE,FT,220000,US,US,M,0,USD,220000,220000
,2023-01-01,Applied Scientist,SE,FT,250900,US,US,M,0,USD,250900,250900
,2023-01-01,Research Scientist,EN,FT,250800,US,US,M,0,USD,250800,250800
,2023-01-01,Data Engineer,SE,FT,226700,US,US,M,0,USD,226700,226700
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Scientist,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Engineer,SE,FT,226700,US,US,M,0,USD,226700,226700
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Scientist,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Machine Learning Engineer,SE,FT,226600,US,US,M,0,USD,226600,226600
,2023-01-01,Data Engineer,SE,FT,226700,US,US,M,0,USD,226700,226700
,2023-01-01,Data Engineer,SE,FT,226700,US,US,M,0,USD,226700,226700
,2023-01-01,Data Engineer,SE,FT,226700,US,US,M,0,USD,226700,226700
